"","group","n","r2","pval","Slope","Slope_lowCI","Slope_highCI","Int","Int_lowCI","Int_highCI","Slope_test","Slope_test_p","Elev_test","Elev_test_p"
"19878","CH.VAND",63,0.325043828561189,1.07425547035689e-06,1.95527184143356,1.60546525150093,2.38129599524425,-2.59761707445196,-3.18681139032089,-2.00842275858303,1,7.75999930979765e-10,NA,NA
"19879","PS.BART",8,0.852372538214677,0.00106658907539958,1.13124941288229,1.13012840712015,1.13237153060118,-1.16384526068975,-1.16577316860907,-1.16191735277042,1,8.35997937542743e-14,NA,NA
"19880","PS.DISP",10,0.95958354972793,7.41712069762812e-07,1.13773305729605,0.868414346658993,1.49057476381434,-1.06982305553325,-1.60830133044017,-0.531344780626335,1,0.306908966439624,NA,NA
"19881","PS.OLIV",85,0.576648553118553,0,1.06632907334104,0.92347434392449,1.23128238497695,-1.03144102966246,-1.29263652474903,-0.770245534575889,1,0.378378737400489,NA,NA
"19882","AC.NIGR",25,0.243194602007731,0.0122495989147668,0.723792916555187,0.46167179637651,1.13473725310312,-0.616038977209255,-1.31653087420647,0.084452919787956,1,0.156902108271856,NA,NA
"19883","AC.OLIV",7,0.799597468490012,0.00660049566465282,1.62668451014784,0.894288670848718,2.95889077186189,-2.61867100095585,-4.94348968611555,-0.293852315796143,1,0.0957014487419319,NA,NA
"19884","CE.FLAV",34,0.298206432839111,0.000835226526567645,1.75526632975632,1.24479289170742,2.47507831134078,-2.41123296964786,-3.50895361952193,-1.31351231977379,1,0.00161388313678446,NA,NA
"19885","CH.SORD",71,0.872184437914903,0,1.21752443032344,1.11334763176373,1.33144913245658,-1.53257399565689,-1.78425307810864,-1.28089491320515,1,3.6855763795085e-05,NA,NA
"19886","SC.FREN",50,0.271711217192905,0.000103857503928051,1.47920166610629,1.0598859779788,2.06440845003365,-2.26195622682357,-3.46832837150776,-1.05558408213938,1,0.0214387702556968,NA,NA
"19887","SC.RUBR",10,0.93024480038887,6.66280094119287e-06,1.45872930647572,1.23505099374754,1.72291767736199,-2.21992340962897,-2.82857708038289,-1.61126973887505,1,0.000701504684394783,NA,NA
